sample_id,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Mitochondrion
Saliva-06F,1.0307854339307234e-05,3.2846928017546615e-05,6.35746993887999e-05,5.886546239703694e-05,0.00019425602591022196,2.3487319496417743e-05,4.4590587765755485e-05,0.000505065667366577,2.2074548398888857e-05,0.00012626641684164425
Saliva-06G,1.3956747611714286e-05,6.514140043752453e-05,0.00010301231958952369,9.802555446416639e-05,0.0003359654904455005,7.770804855342493e-05,5.001013025715465e-05,0.0014558504585971688,0.0001068592526862279,0.0002556073324254571
Saliva-06H,1.8209022127236683e-05,1.5323809628936548e-05,1.5908192199531583e-05,9.956147499026569e-06,3.441364026837445e-05,1.6622437563592186e-05,1.0064366493581204e-05,0.0009746202649590577,4.545197771294738e-06,0.00035517474012831745
Saliva-07A,0.00010347584547239238,0.0001625143123400072,0.00030021583340199466,0.00022981821947071733,0.007190027152012441,0.00026167077214186475,0.00020361641697611628,0.0002973746740953512,0.00029832172719756567,0.00029453351478870774
Saliva-07B,4.09362607207188e-05,6.435089254687963e-05,7.360133335049357e-05,6.461902126582496e-05,0.00041184571230002965,4.0701939535901365e-05,4.504562478281575e-05,0.0001866175883859509,4.021930784179976e-05,0.0003241676212049061
Saliva-07C,3.341100525844675e-05,5.413325318651893e-05,9.136053771226384e-05,8.965286411016544e-05,0.005604584762086914,6.506236423994862e-05,3.842265604721376e-05,1.1099878413639529e-05,1.878440962308228e-05,0.00043545676853508933
Saliva-07D,7.374784022211253e-05,0.0004351140968674663,0.000850850300272729,0.0005556688518273749,0.005852293064829631,0.0002624054481497497,0.00037994210325455527,0.0033407826807327038,0.00030209205091731903,0.00044848399716016554
Saliva-07E,9.259960944390396e-06,1.6201262888442155e-05,1.518868395791452e-05,1.9576525990200932e-05,0.00020386589134623045,2.679958902796473e-05,1.1475894545979858e-05,7.42557882386932e-05,7.358073561834145e-05,0.00019171494417989882
Saliva-07F,2.3013065609548642e-05,4.025449444503341e-05,3.879488491362952e-05,5.147044137055798e-05,0.0007720566205583697,3.940945734790485e-05,1.882128079968165e-05,0.0006176452964466959,2.8423975085233513e-05,0.00022816001622471226
Saliva-07G,4.527431560131452e-05,2.1016802689368722e-05,0.0002069910683476199,3.991563301469254e-05,0.00017253328719412,5.263975929407004e-05,0.00012316823901676555,0.00045503821636749494,2.639319407502119e-05,0.000304499257569226
Saliva-07H,3.314578864214198e-05,0.0002519308135003425,0.00011065711079094903,9.418246847292895e-05,0.0008353955794889827,5.2748014076634204e-05,8.703859702529193e-05,0.001782760409422562,0.00014346060213213946,0.0001941966687398473
Saliva-08A,0.00010520196368972035,0.00047077502492338366,0.000667508215485729,0.00034385038585090275,0.005577760957057933,0.0002592724218144223,0.00047654432669940556,0.002893881770852564,0.000180002215411882,0.0004973138130930842
Saliva-08B,2.184613214969167e-05,0.00014467705690385436,7.534083229527261e-05,6.193431827781809e-05,0.003359181470007268,6.168884689439991e-05,4.4184849015272666e-05,0.0010179509446210894,1.92600623912727e-05,0.00022432307961599965
Saliva-08C,3.928130213721141e-05,8.970824946842183e-05,0.00013058795808694318,9.770439617736873e-05,0.0008899853230490586,6.068081748061763e-05,9.723125140169141e-05,0.001914816907166156,0.0001320073924139752,0.000319372723582198
Saliva-08D,2.1015263810752463e-05,0.00010147564054157785,0.0001238801638837836,5.325494870570712e-05,0.0013361583419404565,5.073782027078893e-05,7.17693644666756e-05,0.0007975760677253168,2.0594687194785176e-05,0.0003750729395171482
Saliva-08E,6.456695734502501e-05,0.00022284366754039153,0.0002814036871772843,0.00016042640110106862,0.0026465972946673557,0.000169368200506702,0.0002454611601546405,0.0018286856431520718,7.714493604860129e-05,0.000255980924161268
Saliva-08F,4.847216593989076e-05,0.0004461239605293717,0.00028625387297889456,0.0002037383435562573,0.0019191611861352309,0.00013754588613577076,0.00021018955767475436,0.001502382748433255,0.00010441965177846473,0.00029165488945019446
Saliva-08G,4.8586641644927705e-06,1.4070358492633881e-05,2.560422378761607e-05,1.0528839688365489e-05,0.00047140486786545477,1.4453225390392626e-05,1.1246715121663135e-05,2.871501733190588e-06,1.0528839688365487e-05,0.0007561621230735214
Saliva-08H,3.118423688455018e-05,0.00038994023486941924,7.376341502259004e-05,8.270443502532823e-05,0.002326900455712613,5.3254950391309334e-05,6.845468439596426e-05,0.00042749251888091964,6.202832626899618e-05,0.00046213897139153005
Saliva-09A,3.135161539391982e-05,1.7206315430450596e-05,6.999610567121174e-05,1.9683753352389244e-05,0.00040165038090608047,3.369994323952159e-05,5.294250901677106e-05,5.59968845369694e-05,3.5125318482280804e-05,0.00033038161876811946
Saliva-09B,1.1006599574645357e-05,2.6222894604135146e-05,6.42965204236006e-05,2.571860816944024e-05,0.000421583459404942,2.5617750882501263e-05,2.4457892082702975e-05,0.00037317196167423097,5.950579929399899e-05,0.00014019162884518406
Saliva-09C,1.1755963442895982e-05,1.161131829558894e-05,1.1741782546101175e-05,2.3701005509722736e-05,0.00021330904958750463,1.930870907581082e-05,2.5114368223605287e-05,3.196374137549764e-05,0.0001956963757683529,0.0002309217234066564
Saliva-09D,9.96053422318499e-05,7.371801264535173e-05,6.183058419929393e-05,0.00013722400622294913,0.0008129724554720067,0.00010555079083311724,7.938249197199672e-05,8.696172487384565e-05,0.0002193988471587849,0.00017551907772702795
Saliva-09E,6.192573346228649e-06,3.4307760363412752e-06,1.0396291019215982e-05,1.178246315511145e-05,2.547091299707916e-05,8.109106994988468e-06,3.898609132205995e-06,8.213069905180627e-05,2.1832211140353567e-05,0.00016270195445073016
Saliva-09F,4.9492761868251266e-05,0.00012891845958915994,0.00015239562315651494,0.00012562341908847852,0.00037995935773482443,7.928691204764628e-05,0.00012485114397113134,0.0006759981527179193,0.00012201946854085825,0.0002249894841871521
Saliva-09G,1.2063684047063702e-05,7.395128061326487e-05,3.449880315690587e-05,2.5554669005115455e-05,0.0005773389451386469,2.4768371497265754e-05,2.6537540889927594e-05,0.00037034612619721166,1.0615016355971035e-05,0.00018104500118239488
Saliva-09H,1.728469950999199e-05,9.19102003301959e-05,0.0001145838145650921,9.746209514731973e-05,0.00013616325974843838,5.537711144233365e-05,0.0001291727352524248,0.0007160728570699125,5.288483749158098e-05,0.00021701019522407363
Saliva-10A,8.048301630668581e-05,0.00022628016065031026,0.0002495104433026235,0.00020505743328893766,0.003864830728673741,0.00011477480391920678,0.00016218178814670527,0.0020821216303184447,0.0004895566973765269,0.0003570580481744439
Saliva-10B,2.8784419365968906e-05,8.783880423648864e-05,9.715723001486613e-05,7.536607929282057e-05,0.0007628106683695066,5.771645113894279e-05,8.668303049653485e-05,0.0007931497290432939,0.0001798672882803098,0.0002665503187768446
Saliva-10C,1.685609535980454e-05,8.513260168293066e-05,5.328443414687027e-05,2.3681970731942345e-05,0.0002737717478580576,2.658097059740425e-05,4.6853554163627306e-05,0.0008513260168293067,7.349577123706245e-06,0.00035890434954098833
Saliva-10D,4.526567749433575e-05,0.0004935009094620285,0.0001733171329118969,0.00010346690629119049,0.0035182774088665905,6.763595430708172e-05,0.00011473956534237078,0.000872020696602018,4.831139593362981e-05,0.0005121007968964759
Saliva-10E,5.5693133557478936e-05,0.0002762324956838673,0.0002489850726402205,0.00019574298163539347,0.0009246898452455988,0.00011955981318289835,0.00021101093420295417,0.0012981674542059294,7.281638916836637e-05,0.00019026217814960245
Saliva-10F,2.8515300885653683e-05,0.0001403472887725365,8.149639247201614e-05,4.5808429755512344e-05,0.0014806319371806632,4.958267911742831e-05,5.273295983483398e-05,0.000599009898729889,2.5110933254682845e-05,0.00021504090114464762
Saliva-10G,2.8601586602914876e-05,9.861684307668132e-05,6.713215536432826e-05,3.654647177039122e-05,0.0012154144809629038,4.8780745207966045e-05,0.0001222450165367899,0.0009656476845855775,0.00027439169179480896,0.00028963567467229834
Saliva-10H,6.192875187799421e-05,0.000286568330671631,0.00020556393038234893,0.00016146605752804965,0.00153799811939533,9.145220401168525e-05,0.00011736818467375038,0.0033636500555633197,9.565846265317228e-05,0.00024016379985264527
Saliva-11A,2.417689792831592e-05,0.00022409502552656562,6.958875291823804e-05,4.3613227635393415e-05,0.00012570871494907513,3.2132686831370746e-05,9.299879422253009e-05,0.0016143307935041946,3.2068549731906926e-05,0.00019048718540752712
Saliva-11B,7.316849037559183e-05,0.0005700198445060621,0.0002336146903713369,0.00019453732398194964,0.001106059370412657,9.44652857065188e-05,0.00018774126026205621,0.002218914804545208,0.0001766976567172294,0.0002506048496710705
Saliva-11C,9.13443022422586e-05,0.00016558769599221644,5.312438188612271e-05,7.10552529210614e-05,0.0052289092862756,6.702359123494475e-05,5.54631911515495e-05,0.0007684659014973725,4.878087896461582e-05,0.00041964920533943466
Saliva-11D,4.2184256239303384e-05,0.0005055325628703909,0.00023487481093759972,0.00015632048378956583,0.0011712213726619907,9.576271653999452e-05,0.0003310316127308453,0.002478008072442328,0.00020571250219702532,0.0004910302255507538
Saliva-11E,2.071444250804031e-05,0.00013142956625791091,2.157798849010478e-05,2.5664728734442802e-05,6.767641844623771e-05,2.8198507685932377e-05,2.9914938588554346e-05,0.00047226370263570217,7.895582152061066e-05,0.00013486242806315483
Saliva-11F,9.75754541910473e-05,0.0004906003068861494,0.00028748830040048294,0.00019426844303411356,0.0008298451999457207,0.00014978966816630305,0.00024182071864246375,0.0062020925320890865,0.00012265007672153735,0.0005445315462956199
Saliva-11G,1.8654291633856016e-05,0.00010474631751227497,5.5998160446903195e-05,4.833335587687619e-05,0.00021804114647441534,2.4347026281262254e-05,3.246270170834968e-05,0.0005561942892697245,2.921643153751471e-05,0.0002007277055632955
Saliva-11H,3.196065808601683e-05,0.00021853872410679967,0.00013758161091010805,5.912598154814561e-05,0.0013871864901680315,4.593633951048235e-05,5.2303752907974956e-05,0.0002797113742469965,1.5918533493731507e-05,0.0003831818419562513
Saliva-12A,1.3132209788364593e-06,1.5102041256619279e-06,5.393586163078313e-07,3.236151697846988e-06,2.157434465231325e-06,1.941691018708193e-06,3.236151697846988e-06,2.157434465231325e-06,6.472303395693976e-06,0.0003872594865090229
Saliva-12B,2.2467277942112847e-05,7.701691692309843e-05,5.5344985686038966e-05,1.5923820443000687e-05,0.0010719449859190708,2.895416619574881e-05,3.728504298848941e-05,0.00013224538684979836,3.4954727801708815e-06,0.00023594441266153453
Saliva-12C,8.908226922233801e-05,0.00014028885362473133,0.00018118634875359058,0.00011302385687215852,0.00021453106482132456,7.384046762951207e-05,0.00014583291485045096,0.0015218046321033285,0.00019042645079645658,0.0003888877729345359
Saliva-12D,1.6817018025922374e-05,7.727795240738493e-05,6.024788389349138e-05,3.8558645691834485e-05,0.0007502869807536126,4.4422773057467645e-05,5.9042926215621555e-05,0.0008908653765050925,5.141152758911264e-05,0.00016869407490177586
Saliva-12E,9.256893046768254e-06,6.478004104597429e-05,8.958446768211243e-05,3.149029773068195e-05,0.0006352353162913428,4.085982474020505e-05,6.585040091957876e-05,0.00019871463740395848,2.885317920151153e-05,0.00017777281378995814
Saliva-12F,1.2033718769962563e-05,5.891206096620226e-05,3.251278836342295e-05,2.871499826968978e-05,0.00015783986145661742,1.9452095602047918e-05,2.5009837202633036e-05,0.00030623156219224004,1.167125736122875e-05,0.00012782805681345774
Saliva-12G,1.172044312115147e-05,0.00012307733331333432,4.791433084303807e-05,4.097022492375718e-05,0.0012020247346275204,3.337337304806391e-05,4.978923944124391e-05,1.958237869237208e-05,2.333219588878376e-05,0.00034498318206987414
Saliva-12H,5.213644491222142e-05,0.00012794332427949274,0.00010309482741529372,7.621968009763168e-05,0.00017578989802864185,7.956805910770107e-05,6.906031708268073e-05,0.0005035785800670116,0.00017777249086355136,0.00025905879709484065
